sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.5734;4.3239;-5.6767;-0.4914;6.9384;-6.9128;-0.4866;-2.563;0.9285;1.1329;0.1306;-1.033;0.0;23.73;4.73;35.72;37.6;-50.96;179.96;3.1;0.0;22.509888;88.30767;-170.97;NaN;1.87;29.032257;135.9;15 / 18;4728027;2020-01-17 18:31:03:878
1.2653;2.1871;7.173;-0.1262;3.9442;8.9776;0.7211;-0.9694;-1.0372;0.2307;-0.3502;-0.0434;0.0;-6.4;11.2;-31.3;18.59;-24.11;2.95;3.1;0.0;22.5099;88.30768;-170.97;NaN;3.35;30.64516;55.1;11 / 18;4730027;2020-01-17 18:31:05:878
5.2792;3.1556;16.2255;3.1209;4.6108;8.0729;2.5546;-1.6623;5.8159;0.3321;1.1574;0.488;0.0;-20.84;-30.5;-0.09;139.76;-29.76;-21.83;3.1;0.0;22.509909;88.30769;-170.97;NaN;5.26;40.32258;36.6;12 / 16;4732027;2020-01-17 18:31:07:878
0.0383;-0.1018;9.845;0.0264;-0.1615;9.8053;0.0131;0.0621;0.0325;4.0E-4;-2.0E-4;-1.0E-4;0.0;-40.2;17.5;-10.1;65.97;1.0;-0.14;3.1;0.0;22.509909;88.30769;-170.97;NaN;5.26;40.32258;36.6;12 / 17;4734027;2020-01-17 18:31:09:878
0.0443;-0.1101;9.8234;0.0412;-0.1078;9.806;0.0079;0.0133;0.0174;-0.0015;-4.0E-4;-2.0E-4;0.0;-40.3;17.7;-11.8;65.91;0.63;-0.24;3.1;0.0;22.509907;88.30771;-167.74;NaN;2.3;30.64516;8.2;7 / 18;4736027;2020-01-17 18:31:11:878
-4.3455;-0.2502;9.8078;-0.7134;-0.1289;9.7798;-3.5615;-0.2267;0.0723;-0.0056;-0.005;0.0995;0.0;-40.4;17.7;-11.8;65.91;0.63;-0.24;3.1;0.0;22.5099;88.30772;-167.74;NaN;3.06;33.870968;42.3;8 / 18;4738027;2020-01-17 18:31:13:878
-0.0778;8.9902;3.7314;-0.0676;8.8954;4.1277;-0.1551;0.0757;-0.6609;0.0585;0.0011;0.0152;0.0;-4.5;2.2;-39.4;7.2;-64.53;0.8;3.1;0.0;22.509878;88.30774;-167.74;NaN;3.28;37.096775;112.4;10 / 17;4740027;2020-01-17 18:31:15:878
-0.1065;2.8647;9.4308;-0.0269;3.2041;9.2684;-0.088;-0.3334;0.1707;0.0011;5.0E-4;-7.0E-4;0.0;-15.95;34.01;-22.58;21.88;-19.84;-0.04;3.1;0.0;22.509878;88.30774;-167.74;NaN;3.28;37.096775;112.4;11 / 16;4742027;2020-01-17 18:31:17:878
0.0108;9.3266;3.0538;-0.0483;9.304;3.0991;0.1333;0.0238;-0.0692;-0.0019;-8.0E-4;0.0017;0.0;-14.93;-2.33;-35.83;25.3;-71.58;1.14;3.1;0.0;22.509878;88.30774;-167.74;NaN;3.28;37.096775;112.4;12 / 16;4744027;2020-01-17 18:31:19:878
-0.0946;9.3709;3.5458;0.0124;9.3662;2.9059;-0.004;0.0179;-0.0903;-0.2371;-0.0032;-0.0136;0.0;-14.1;-3.1;-35.8;22.21;-73.17;-0.39;3.1;0.0;22.509878;88.30774;-167.74;NaN;3.28;37.096775;112.4;14 / 17;4746027;2020-01-17 18:31:21:878
0.0204;9.3793;2.7857;0.0044;9.3722;2.8867;0.0088;0.0035;0.0534;-0.0343;5.0E-4;-7.0E-4;0.0;-14.1;-3.0;-36.1;22.58;-72.85;-0.08;3.1;0.0;22.509888;88.30774;-174.19;NaN;1.69;33.870968;116.3;15 / 17;4748030;2020-01-17 18:31:23:881
0.0371;9.3745;3.0167;0.0102;9.3749;2.8778;-6.0E-4;0.0176;0.012;0.0402;-0.0038;-7.0E-4;0.0;-14.2;-3.1;-35.9;22.49;-72.82;-0.18;3.1;0.0;22.50989;88.30771;-177.42;NaN;1.94;29.032257;42.5;14 / 18;4750027;2020-01-17 18:31:25:878
0.3663;10.7153;-3.31;0.8344;8.6861;4.475;1.7776;1.1433;7.0842;-5.7313;0.5454;0.061;0.0;-20.88;-3.49;-33.93;2.37;-78.68;-29.41;3.1;0.0;22.509895;88.30771;-177.42;NaN;1.37;27.419355;40.0;13 / 18;4752027;2020-01-17 18:31:27:878
-0.8954;4.725;10.1454;-1.712;4.028;8.7758;0.8166;0.6969;1.3696;-0.1143;-2.3617;0.1954;0.0;-17.42;24.8;-28.0;39.41;-25.03;20.36;0.0;0.0;22.509892;88.3077;-177.42;NaN;2.48;30.64516;330.2;13 / 18;4754027;2020-01-17 18:31:29:878
0.0156;9.5074;2.0075;-0.1809;9.4241;2.7062;0.1965;0.0833;-0.6987;0.0591;-0.0093;-0.0013;0.0;-14.93;-6.81;-34.06;31.19;-73.37;4.69;3.1;0.0;22.509892;88.3077;-177.42;NaN;2.48;30.64516;330.2;10 / 16;4756027;2020-01-17 18:31:31:878
-0.5016;9.6426;2.6085;-0.1035;9.5459;2.2439;-0.398;0.0967;0.3646;0.0659;-0.0368;0.0805;0.0;-14.0;-4.8;-35.5;27.05;-76.58;3.81;3.1;0.0;22.509884;88.3077;-180.65;NaN;1.94;30.64516;30.7;13 / 17;4758027;2020-01-17 18:31:33:878
1.3336;6.5984;7.1084;1.1097;6.6952;7.0791;0.2238;-0.0967;0.0293;0.0268;-0.7833;0.1734;0.0;-16.0;18.0;-33.9;19.29;-43.08;-4.92;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;13 / 18;4760027;2020-01-17 18:31:35:878
2.308;5.6324;7.4005;2.2072;6.1813;7.2863;0.1008;-0.549;0.1142;1.8471;0.7378;-0.1473;0.0;-16.25;24.3;-29.81;8.97;-31.33;-17.93;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;14 / 18;4762027;2020-01-17 18:31:37:878
0.9254;9.5433;3.8379;0.3434;9.6971;1.4212;0.582;-0.1538;2.4168;0.0048;0.2253;0.2589;0.0;-15.3;-9.2;-33.2;19.72;-81.6;-5.62;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;15 / 17;4764027;2020-01-17 18:31:39:878
0.7973;9.1937;3.6763;0.4173;9.3281;2.997;0.38;-0.1344;0.6793;0.2913;0.2943;0.0475;0.0;-21.39;-4.75;-32.72;28.39;-70.93;-6.56;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;14 / 17;4766027;2020-01-17 18:31:41:878
-0.0419;9.487;3.122;0.5488;9.2973;3.0707;-0.5332;0.3142;0.2393;0.009;0.1569;0.0286;0.0;-21.9;-3.1;-32.9;22.27;-72.05;-12.91;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;15 / 17;4768027;2020-01-17 18:31:43:878
-0.6381;9.4918;3.456;-0.5086;9.4144;2.6983;0.2967;0.0092;0.717;0.2864;-0.0942;0.2845;0.0;-13.3;-5.3;-36.1;37.39;-72.66;14.87;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;15 / 18;4770027;2020-01-17 18:31:45:878
0.0132;9.4834;2.624;-0.0174;9.4616;2.5783;-0.0245;0.0685;0.0397;-0.0832;0.0915;-0.0093;0.0;-14.3;-6.6;-35.1;23.95;-75.24;0.34;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;15 / 18;4772027;2020-01-17 18:31:47:878
0.1101;9.5493;2.9999;0.045;9.3824;2.8529;-0.0486;0.1046;0.1938;-0.0203;0.0194;0.0249;0.0;-14.4;-5.5;-33.4;23.6;-73.15;-1.23;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;15 / 18;4774027;2020-01-17 18:31:49:878
0.3663;9.238;2.9473;0.0039;9.2862;3.1523;0.1445;-0.0398;0.0787;-0.3208;-0.0069;-0.0881;0.0;-16.9;-4.8;-33.9;26.89;-72.73;-1.75;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;15 / 18;4776027;2020-01-17 18:31:51:878
-0.7973;8.4707;3.225;0.0895;9.164;3.4904;0.1308;0.0572;-0.7035;0.061;-0.1278;0.0347;0.0;-15.3;-1.4;-35.4;25.1;-68.37;0.09;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;10 / 15;4778027;2020-01-17 18:31:53:878
-0.0611;10.2256;-0.6381;0.0823;9.8056;-0.1159;0.0853;0.426;-0.0924;0.083;-0.0508;-0.0288;0.0;-27.5;-14.1;-21.8;245.2;-88.01;-164.91;3.1;0.0;22.509888;88.30771;-180.65;NaN;0.0;29.032257;0.0;14 / 18;4780027;2020-01-17 18:31:55:878
-0.6596;6.7062;1.3515;-1.1745;9.704;0.7894;-0.1112;-1.5649;1.7066;-0.9396;0.3377;-0.3043;0.0;-27.2;-17.6;-19.2;135.55;-84.08;78.58;3.1;0.0;22.509888;88.30772;-177.42;NaN;1.4;24.193548;36.3;17 / 18;4782027;2020-01-17 18:31:57:878
-0.82;9.4344;1.8651;-0.6852;9.5974;1.895;-0.1037;-0.1247;0.0084;-0.0239;0.028;0.0341;0.0;-22.7;-11.4;-28.5;62.48;-78.16;19.35;3.1;0.0;22.509892;88.30773;-174.19;NaN;0.0;20.967743;0.0;16 / 18;4784027;2020-01-17 18:31:59:878
-0.4729;9.5636;1.579;-0.4337;9.6679;1.5854;-0.0631;-0.0851;-0.0196;-0.0264;-0.0154;-0.085;0.0;-21.7;-10.7;-30.0;52.09;-80.55;13.24;3.1;0.0;22.509892;88.30773;-174.19;NaN;0.0;20.967743;0.0;16 / 18;4786027;2020-01-17 18:32:01:878
-1.324;8.6419;4.6579;-1.1621;8.6674;4.438;-0.2816;-0.0256;0.4091;-0.1974;0.1862;-0.1089;0.0;-13.23;-1.06;-36.98;35.73;-64.22;13.19;3.1;0.0;22.509892;88.30773;-174.19;NaN;0.0;20.967743;0.0;17 / 18;4788027;2020-01-17 18:32:03:878
1.7921;9.5229;2.7689;0.4864;9.4169;2.6936;1.7965;1.1319;0.0897;-0.0343;0.516;0.987;0.0;-16.36;-3.82;-34.67;30.5;-73.13;3.96;3.1;0.0;22.509895;88.30773;-167.74;NaN;0.54;17.741936;36.0;13 / 16;4790027;2020-01-17 18:32:05:878
0.8272;9.396;0.1149;0.5595;9.7742;0.5672;-1.431;-1.1743;0.6287;-0.0319;-1.1754;-0.5872;0.0;-24.5;-8.1;-28.2;346.6;-81.14;-53.41;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;15 / 18;4792027;2020-01-17 18:32:07:878
-0.4884;9.4547;1.3276;0.228;9.7856;0.6011;-0.5955;-0.2638;0.5816;0.2644;0.1678;0.0341;0.0;-27.7;-13.8;-20.3;30.78;-85.94;-24.6;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;15 / 18;4794027;2020-01-17 18:32:09:878
1.3659;9.7288;0.2981;1.2944;9.715;0.3383;-0.0446;0.0043;-0.033;0.0213;-0.005;0.0097;0.0;-29.0;-10.9;-21.4;338.52;-82.19;-74.52;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;16 / 18;4796027;2020-01-17 18:32:11:878
1.3396;9.6977;0.6021;1.303;9.6876;0.7896;-0.0473;-0.0018;-0.3407;0.0848;-0.0093;0.0103;0.0;-27.8;-9.6;-23.7;352.31;-80.91;-56.67;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;15 / 17;4798027;2020-01-17 18:32:13:878
1.409;9.675;0.9026;1.4656;9.6603;0.837;0.0056;0.017;0.0656;-0.0239;0.0121;-0.0154;0.0;-27.8;-9.3;-24.3;347.45;-80.14;-61.25;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;14 / 17;4800027;2020-01-17 18:32:15:878
1.3791;9.6486;1.2007;1.3961;9.6364;1.1668;0.0392;0.0075;0.0495;0.02;-0.005;0.0097;0.0;-27.0;-8.3;-25.3;357.08;-79.28;-49.95;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;15 / 17;4802027;2020-01-17 18:32:17:878
1.4162;9.657;1.0367;1.4183;9.6473;1.043;0.0207;0.0097;0.0344;-0.0307;-1.0E-4;-0.0019;0.0;-27.2;-8.8;-25.2;352.25;-79.76;-54.49;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;12 / 17;4804027;2020-01-17 18:32:19:878
1.3803;9.6642;1.0008;1.4008;9.6568;0.9773;0.0094;0.0122;-0.0268;0.0164;0.0011;-0.0026;0.0;-27.0;-8.8;-25.2;351.92;-79.93;-54.81;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;12 / 17;4806027;2020-01-17 18:32:21:878
1.4305;9.6654;0.7997;1.4181;9.6595;0.9239;0.0603;0.0095;-0.0907;0.02;-8.0E-4;0.0084;0.0;-27.2;-9.1;-24.9;350.08;-80.05;-56.56;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;12 / 17;4808027;2020-01-17 18:32:23:878
1.4305;9.6558;0.9996;1.4033;9.6528;1.0125;-0.0231;0.0054;0.0194;-0.0081;-0.0026;0.0035;0.0;-27.3;-8.8;-24.9;352.61;-79.83;-54.16;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;12 / 19;4810027;2020-01-17 18:32:25:878
1.4281;9.6822;0.9493;1.3857;9.6678;0.8857;-0.0928;0.0072;-0.0885;0.039;-1.0E-4;-0.0184;0.0;-27.4;-8.9;-24.8;349.71;-80.16;-56.92;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;13 / 19;4812027;2020-01-17 18:32:27:878
1.3695;9.7001;0.0299;1.3211;9.6378;1.2403;-0.3862;-0.0466;-0.9494;-0.0056;0.4372;0.1874;0.0;-26.5;-9.1;-23.5;359.6;-80.11;-48.88;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;11 / 19;4814027;2020-01-17 18:32:29:878
0.8116;9.5577;1.9992;0.8235;9.565;2.001;0.054;0.0166;-0.1311;-0.0154;-0.0197;-0.0026;0.0;-21.2;-6.9;-30.8;12.65;-77.32;-22.28;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;13 / 17;4816027;2020-01-17 18:32:31:878
0.9325;9.6019;1.6472;0.8622;9.5983;1.8164;-0.0278;0.0204;0.1445;0.0011;-1.0E-4;-0.005;0.0;-22.0;-7.2;-30.1;12.51;-77.9;-24.5;3.1;0.0;22.509892;88.30772;-164.52;NaN;3.2;19.35484;287.9;14 / 17;4818027;2020-01-17 18:32:33:878
-3.5817;8.0194;-0.9529;-7.1617;6.14;-2.6796;4.2731;2.8765;0.4027;0.8307;0.02;0.0048;0.0;31.09;16.49;-2.89;24.14;-35.93;109.59;3.1;0.0;22.509884;88.30772;-167.74;NaN;2.23;19.35484;254.0;16 / 17;4820027;2020-01-17 18:32:35:878
-3.6308;7.8925;-0.2646;-6.4538;7.3694;0.4588;2.92;0.4429;1.5236;-0.8242;-0.462;-0.2866;0.0;11.97;-15.04;33.14;266.01;-45.0;89.54;3.1;0.0;22.509882;88.30773;-167.74;NaN;2.09;19.35484;279.3;12 / 15;4822027;2020-01-17 18:32:37:878
-3.371;9.1782;-0.8475;-3.4852;9.0744;-1.2959;0.168;0.0691;0.4556;-0.173;-0.1852;0.1532;0.0;-5.4;-20.5;35.0;270.46;-66.98;112.54;3.1;0.0;22.509895;88.30774;-167.74;NaN;0.22;19.35484;281.2;16 / 18;4824027;2020-01-17 18:32:39:878
-5.2672;8.1511;1.1899;-5.1152;8.2795;1.2062;0.1676;0.0212;0.04;0.0042;-0.0185;0.0652;0.0;-1.4;-29.9;26.6;229.29;-57.27;76.41;3.1;0.0;22.5099;88.30774;-167.74;NaN;0.0;20.967743;0.0;17 / 18;4826027;2020-01-17 18:32:41:878
-4.4424;8.2253;-1.8447;-4.2793;8.7283;-1.2937;-0.5426;-0.3379;0.4461;-0.2579;-0.374;0.0329;0.0;-13.7;-26.0;27.3;242.27;-62.9;108.97;3.1;0.0;22.5099;88.30774;-167.74;NaN;0.0;20.967743;0.0;16 / 18;4828027;2020-01-17 18:32:43:878
-2.2003;8.9771;2.897;-2.6983;8.8506;3.2492;-0.1173;-0.0363;-0.4336;0.02;0.257;0.0188;0.0;-25.0;-29.7;-8.6;129.74;-63.81;38.58;3.1;0.0;22.509895;88.30775;-167.74;NaN;1.04;20.967743;280.6;17 / 18;4830027;2020-01-17 18:32:45:878
-3.1508;6.6906;6.4667;-3.2391;6.5273;6.563;-0.102;0.0125;-0.2183;0.0927;-0.1095;-0.0227;0.0;-20.9;-11.9;-32.2;83.67;-41.15;26.43;3.1;0.0;22.509905;88.30775;-170.97;NaN;0.4;22.580645;280.8;17 / 18;4832027;2020-01-17 18:32:47:878
-3.4189;6.9432;6.3722;-3.2423;7.1846;5.8343;-0.3561;0.0083;-5.0E-4;1.0151;-0.8547;0.0646;0.0;-19.9;-11.0;-31.9;82.52;-43.3;29.47;3.1;0.0;22.509905;88.307755;-167.74;NaN;0.0;22.580645;0.0;15 / 18;4834027;2020-01-17 18:32:49:878
-3.2322;7.8015;4.7345;-3.1546;7.9845;4.74;-0.0113;-0.0347;0.1837;0.0738;-1.0E-4;0.1001;0.0;-21.5;-25.7;-21.8;108.28;-54.1;33.55;3.1;0.0;22.509905;88.307755;-167.74;NaN;0.0;22.580645;0.0;16 / 18;4836027;2020-01-17 18:32:51:878
-3.7625;6.675;6.4009;-3.9406;6.7425;5.9313;-0.3189;0.2416;0.0297;-0.2017;0.367;-0.4008;0.0;-20.6;-22.5;-26.5;104.56;-45.34;31.43;3.1;0.0;22.50992;88.30777;-170.97;NaN;0.14;20.967743;280.8;16 / 18;4838027;2020-01-17 18:32:53:878
-4.0606;7.0916;4.6783;-3.7736;7.0848;5.6335;0.08;-0.1386;-0.3161;0.3939;-0.1803;0.3737;0.0;-18.7;-23.8;-27.1;107.3;-43.51;34.97;3.1;0.0;22.509909;88.30778;-170.97;NaN;0.86;20.967743;280.8;17 / 18;4840027;2020-01-17 18:32:55:878
15.5013;16.0771;18.8567;1.4328;2.958;9.2395;-10.8797;-3.3626;-0.0141;-1.7716;-1.9274;1.5613;0.0;-14.75;23.55;-29.56;24.1;-21.58;-0.15;3.1;0.0;22.5099;88.30778;-170.97;NaN;0.0;19.35484;0.0;15 / 18;4842027;2020-01-17 18:32:57:878
1.3288;9.6929;3.2633;1.2418;9.3524;2.676;0.3513;0.397;-0.1762;-0.443;0.301;-0.0514;0.0;-19.7;-12.5;-34.9;359.23;-73.68;-30.42;3.1;0.0;22.5099;88.30778;-170.97;NaN;0.0;19.35484;0.0;15 / 17;4844027;2020-01-17 18:32:59:878
2.8192;8.7544;2.8515;1.9283;8.5105;4.4747;0.1746;-0.4209;-2.1603;-0.0575;-0.2091;-1.0306;0.0;-8.0;-4.1;-39.9;338.66;-58.54;-28.66;3.1;0.0;22.5099;88.30778;-170.97;NaN;0.0;19.35484;0.0;15 / 18;4846028;2020-01-17 18:33:01:879
3.1436;9.7133;-2.229;4.7477;8.3939;-1.781;-2.3461;0.3288;-1.2942;1.4189;-1.4241;-1.1608;0.0;-36.31;-1.97;-9.51;335.83;-54.69;-93.84;3.1;0.0;22.509924;88.30778;-164.52;NaN;1.55;17.741936;280.8;13 / 17;4848027;2020-01-17 18:33:03:878
4.6244;8.6383;-3.1651;5.8042;7.4137;-2.742;-1.7914;1.2417;0.7046;-0.0392;0.4342;-0.5065;0.0;-35.6;0.0;-12.0;308.02;-46.18;-114.26;3.1;0.0;22.509916;88.30778;-164.52;NaN;0.32;19.35484;280.8;13 / 18;4850027;2020-01-17 18:33:05:878
8.3809;3.863;-2.3379;8.8241;3.9075;-1.7425;-0.7353;0.3531;-1.3426;-0.5365;-0.4815;-1.0636;0.0;-28.49;18.46;-20.99;314.03;-16.64;-98.88;3.1;0.0;22.509916;88.30778;-164.52;NaN;0.32;19.35484;280.8;14 / 18;4852027;2020-01-17 18:33:07:878
6.1088;6.7265;-2.9197;6.0588;6.8541;-3.533;0.3234;-0.0438;0.1944;0.2821;0.0084;0.0335;0.0;-36.0;-1.8;-10.1;302.15;-44.81;-120.44;3.1;0.0;22.509916;88.30778;-164.52;NaN;0.32;19.35484;280.8;15 / 17;4854027;2020-01-17 18:33:09:878
5.3929;7.2149;-4.0534;5.247;7.2714;-3.9706;0.1473;-0.0087;-0.188;0.0286;-0.0099;-0.0282;0.0;-36.3;-4.7;-10.1;294.27;-47.83;-127.22;3.1;0.0;22.509912;88.30777;-158.06;NaN;1.4;19.35484;280.0;14 / 17;4856028;2020-01-17 18:33:11:879
4.8806;7.2652;-4.8507;4.96;7.1237;-4.5631;-0.1035;0.0638;-0.039;0.0995;0.0139;0.0353;0.0;-36.2;-5.8;-8.5;290.61;-46.83;-132.4;3.1;0.0;22.509912;88.30777;-158.06;NaN;1.4;19.35484;280.0;13 / 17;4858027;2020-01-17 18:33:13:878
4.1647;8.1307;-3.8858;4.4885;7.8948;-3.7009;-0.2648;0.2222;0.1279;0.2204;0.02;-0.1369;0.0;-36.5;-5.0;-7.5;300.1;-53.29;-128.4;3.1;0.0;22.509912;88.30777;-158.06;NaN;1.4;19.35484;280.0;16 / 17;4860027;2020-01-17 18:33:15:878
4.2329;7.9404;-4.8878;4.2941;7.8754;-3.9634;0.0143;0.231;-0.8478;0.29;0.1862;-0.0093;0.0;-36.4;-8.3;-5.5;296.09;-53.42;-132.71;3.1;0.0;22.509912;88.30777;-158.06;NaN;1.4;19.35484;280.0;15 / 18;4862027;2020-01-17 18:33:17:878
4.8327;7.7345;-3.2262;5.0161;7.6022;-3.6354;-0.1815;0.1482;0.2328;-0.0722;0.0029;-0.1131;0.0;-36.7;-4.8;-7.3;301.77;-51.39;-126.12;3.1;0.0;22.509912;88.30777;-158.06;NaN;1.4;19.35484;280.0;14 / 18;4864027;2020-01-17 18:33:19:878
4.695;7.7381;-3.9157;4.7449;7.6854;-3.8198;-4.0E-4;0.0448;-0.0611;5.0E-4;-0.0026;0.0048;0.0;-36.6;-5.6;-6.7;298.29;-51.6;-128.83;3.1;0.0;22.509912;88.30777;-158.06;NaN;1.4;19.35484;280.0;16 / 18;4866027;2020-01-17 18:33:21:878
5.0147;7.5693;-3.8259;4.8544;7.6403;-3.7724;0.1976;-0.1308;-0.0116;0.006;-0.0038;-0.0215;0.0;-36.7;-5.0;-7.2;299.97;-51.18;-127.85;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;14 / 18;4868027;2020-01-17 18:33:23:878
4.9081;7.6363;-3.8978;4.921;7.6007;-3.766;-0.0079;0.0367;-0.1229;-0.0087;-0.0343;-0.0398;0.0;-36.7;-5.0;-6.5;301.43;-50.96;-127.72;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;14 / 17;4870027;2020-01-17 18:33:25:878
3.7924;6.1483;-7.6291;3.9047;5.5081;-7.1123;0.1418;0.6405;0.0386;-0.1583;-0.0142;0.0555;0.0;-37.8;-2.1;1.2;285.51;-34.17;-151.23;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;13 / 16;4872027;2020-01-17 18:33:27:878
3.6715;5.8981;-5.8873;4.5021;6.0594;-6.2598;-0.1622;-0.1473;0.7413;0.0775;0.8948;0.2845;0.0;-37.4;-1.0;0.4;292.7;-38.16;-144.28;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;12 / 14;4874027;2020-01-17 18:33:29:878
6.1866;5.7569;-4.956;6.1302;5.6569;-5.1566;-0.1542;0.0473;0.2928;-0.0233;0.0041;0.0145;0.0;-36.8;1.6;-8.4;296.05;-35.18;-130.76;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;15 / 16;4876027;2020-01-17 18:33:31:878
6.2944;5.8897;-4.5514;6.2254;5.8922;-4.7641;0.5507;-0.0041;-0.5887;0.3872;-0.2799;0.1911;0.0;-36.7;1.3;-10.6;294.82;-36.93;-127.43;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;14 / 17;4878027;2020-01-17 18:33:33:878
6.0956;6.1926;-4.9704;5.9477;6.0983;-4.8586;0.1367;-0.0696;-0.0758;-0.0404;-0.0221;0.0164;0.0;-36.7;-0.8;-9.9;292.81;-38.45;-129.24;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;13 / 17;4880027;2020-01-17 18:33:35:878
5.6778;6.6774;-4.6914;5.679;6.6202;-4.4824;-0.0291;0.0658;0.0606;0.0396;-0.082;-0.0117;0.0;-36.7;-2.6;-9.8;292.87;-42.16;-128.54;0.0;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;11 / 17;4882027;2020-01-17 18:33:37:878
5.5869;7.0354;-4.1168;5.5895;6.9661;-4.0498;0.044;0.0263;-0.0014;0.0255;-1.0E-4;0.017;0.0;-36.5;-2.7;-10.3;296.28;-45.26;-125.92;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;14 / 16;4884027;2020-01-17 18:33:39:878
7.8458;2.8276;-19.1093;5.9993;5.9821;-4.939;1.4389;-3.0805;-14.613;-1.2646;3.2875;-0.7832;0.0;-36.7;2.26;-8.57;297.0;-37.59;-129.46;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;13 / 15;4886027;2020-01-17 18:33:41:878
5.7066;7.3574;-3.6224;5.6579;7.272;-3.3579;0.0509;0.0788;-0.2749;-0.0924;-0.0814;-0.0019;0.0;-36.7;-1.4;-9.5;306.36;-48.03;-120.65;0.0;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;14 / 17;4888027;2020-01-17 18:33:43:878
5.2194;6.687;-4.4676;5.0029;6.6372;-5.2047;0.1843;0.0211;0.669;-0.4467;0.108;0.1214;0.0;-37.2;-3.8;-3.7;292.93;-42.59;-136.13;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;16 / 18;4890027;2020-01-17 18:33:45:878
5.4636;6.6774;-4.8123;5.3149;6.7695;-4.7007;0.1568;-0.1023;-0.1172;-0.0252;-0.0398;-0.0563;0.0;-37.1;-2.0;-7.4;295.95;-43.65;-131.49;3.1;0.0;22.509888;88.30777;-154.84;NaN;2.23;19.35484;213.2;12 / 18;4892027;2020-01-17 18:33:47:878
5.4947;6.4715;-5.1822;5.4589;6.4277;-5.0056;0.0216;0.056;-0.1767;0.0769;0.0426;0.0378;0.0;-37.0;-1.1;-4.2;298.64;-41.09;-132.74;3.1;0.0;22.509892;88.30776;-158.06;NaN;0.54;20.967743;212.0;16 / 18;4894027;2020-01-17 18:33:49:878
