sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.6731;6.9073;-4.0713;5.6027;6.8923;-4.1565;0.0683;0.0135;0.0799;0.0365;0.05;-0.0404;0.0;-36.5;-2.7;-10.1;295.4;-44.65;-126.57;3.1;0.0;22.509892;88.30776;-158.06;NaN;0.54;20.967743;212.0;14 / 18;4896027;2020-01-17 18:33:51:878
6.7193;6.3434;-2.9963;6.5058;6.4935;-3.4176;0.1605;-0.1137;0.3885;-0.1895;0.0182;0.3707;0.0;-35.7;-1.5;-14.1;298.84;-41.46;-117.71;3.1;0.0;22.509892;88.30776;-158.06;NaN;0.54;20.967743;212.0;12 / 18;4898027;2020-01-17 18:33:53:878
6.9779;6.3746;-3.037;6.8006;6.2994;-3.2;0.1828;0.0613;0.1472;-0.1315;-0.0105;-0.0362;0.0;-35.3;2.4;-14.5;302.52;-39.42;-115.69;3.1;0.0;22.509905;88.30776;-164.52;NaN;0.47;24.193548;212.0;12 / 18;4900027;2020-01-17 18:33:55:878
6.3051;6.9695;-2.4541;6.3489;6.9047;-2.8614;-0.1286;-0.2216;0.1187;-0.4198;0.4195;-0.0746;0.0;-34.8;1.2;-14.3;305.17;-44.76;-114.26;3.1;0.0;22.50991;88.30776;-164.52;NaN;1.19;24.193548;212.0;13 / 16;4902027;2020-01-17 18:33:57:878
-0.1844;0.0204;9.8869;0.0745;0.1265;9.8056;-0.2589;-0.1062;0.0813;5.0E-4;5.0E-4;-1.0E-4;0.0;11.9;40.8;-14.5;343.62;-0.74;-0.44;3.1;0.0;22.50991;88.30776;-164.52;NaN;1.19;24.193548;212.0;12 / 14;4904027;2020-01-17 18:33:59:878
-0.1915;0.0215;9.9012;-0.1737;0.0244;9.8051;-0.0176;-0.0028;0.0985;-6.0E-4;5.0E-4;-8.0E-4;0.0;11.0;41.4;-17.1;345.39;-0.14;1.01;3.1;0.0;22.50991;88.30776;-164.52;NaN;1.19;24.193548;212.0;13 / 14;4906027;2020-01-17 18:34:01:878
-0.2095;0.0251;9.9288;-0.1852;0.0617;9.8047;-0.0073;-0.0321;0.1157;1.0E-4;-1.0E-4;-8.0E-4;0.0;14.2;41.1;-17.4;341.6;-0.39;1.07;3.1;0.0;22.509914;88.30778;-164.52;NaN;0.22;20.967743;212.0;14 / 16;4908027;2020-01-17 18:34:03:878
-0.1903;0.0299;9.9048;-0.1924;0.0402;9.8047;-4.0E-4;-0.0163;0.1073;-5.0E-4;6.0E-4;-0.0012;0.0;14.2;41.6;-19.3;342.06;-0.23;1.12;3.1;0.0;22.509916;88.30776;-161.29;NaN;0.0;20.967743;0.0;13 / 17;4910027;2020-01-17 18:34:05:878
-0.1844;0.0299;9.9407;-0.1927;0.036;9.8047;0.0011;-0.0025;0.1277;-5.0E-4;5.0E-4;5.0E-4;0.0;14.0;41.4;-19.5;341.65;-0.21;1.13;3.1;0.0;22.509916;88.30776;-161.29;NaN;0.0;20.967743;0.0;14 / 17;4912027;2020-01-17 18:34:07:878
-0.1915;0.0215;9.9395;-0.1926;0.0334;9.8047;-0.0025;-0.013;0.1396;1.0E-4;4.0E-4;4.0E-4;0.0;14.2;41.5;-19.7;342.08;-0.19;1.13;3.1;0.0;22.509901;88.30776;-154.84;NaN;1.37;19.35484;218.0;14 / 18;4914027;2020-01-17 18:34:09:878
-0.1963;0.0204;9.9766;-0.193;0.0321;9.8047;3.0E-4;-0.007;0.1588;-4.0E-4;3.0E-4;-3.0E-4;0.0;14.1;41.3;-19.8;341.67;-0.19;1.13;3.1;0.0;22.509895;88.30776;-154.84;NaN;0.11;19.35484;218.0;15 / 19;4916027;2020-01-17 18:34:11:878
-0.1999;0.0215;9.9707;-0.1923;0.0312;9.8047;-0.0124;-0.0013;0.1719;-4.0E-4;4.0E-4;3.0E-4;0.0;14.0;41.2;-20.1;341.67;-0.18;1.12;3.1;47.703;22.509895;88.30776;-154.84;NaN;0.11;19.35484;218.0;12 / 17;4918027;2020-01-17 18:34:13:878
-0.1999;0.0287;9.973;-0.1922;0.0308;9.8047;-0.0029;-0.0069;0.1695;-4.0E-4;3.0E-4;-0.0011;0.0;14.0;41.1;-20.3;341.67;-0.18;1.12;3.1;46.275;22.509888;88.30777;-154.84;NaN;0.54;19.35484;218.0;13 / 16;4920027;2020-01-17 18:34:15:878
-0.1999;0.0192;9.9695;-0.1922;0.0304;9.8047;0.0054;-0.0041;0.1803;-4.0E-4;9.0E-4;-4.0E-4;0.0;14.1;41.4;-20.5;341.67;-0.18;1.12;3.1;48.849;22.509888;88.30777;-154.84;NaN;0.54;19.35484;218.0;15 / 16;4922027;2020-01-17 18:34:17:878
-0.1987;0.018;9.9742;-0.1921;0.0302;9.8047;-0.0042;-0.0051;0.1755;3.0E-4;-5.0E-4;-0.0011;0.0;14.1;41.3;-20.5;341.67;-0.18;1.12;3.1;45.852;22.50989;88.30778;-154.84;NaN;0.0;17.741936;0.0;15 / 16;4924028;2020-01-17 18:34:19:879
-0.1939;0.0251;9.985;-0.1916;0.0286;9.8047;-0.0023;-0.0034;0.1803;2.0E-4;8.0E-4;0.0;0.0;14.2;41.3;-20.4;341.67;-0.17;1.12;3.1;42.448;22.50989;88.30778;-154.84;NaN;0.0;17.741936;0.0;13 / 16;4926027;2020-01-17 18:34:21:878
-0.1915;0.018;9.9886;-0.1915;0.0282;9.8047;0.0011;-0.0114;0.1719;-3.0E-4;8.0E-4;-7.0E-4;0.0;14.2;41.5;-20.9;342.1;-0.16;1.12;3.1;42.643;22.50989;88.30778;-154.84;NaN;0.0;17.741936;0.0;16 / 16;4928027;2020-01-17 18:34:23:878
-0.1903;0.0287;9.9635;-0.1915;0.0282;9.8047;0.0059;0.0017;0.1527;-3.0E-4;-6.0E-4;-6.0E-4;0.0;14.5;41.3;-18.7;340.39;-0.16;1.12;3.1;44.973;22.509884;88.307785;-158.06;NaN;1.37;20.967743;216.2;17 / 17;4930027;2020-01-17 18:34:25:878
-0.2071;0.0263;9.9683;-0.1915;0.0282;9.8047;0.0011;-0.0114;0.1671;-3.0E-4;6.0E-4;0.0;0.0;14.3;41.5;-20.5;342.07;-0.16;1.12;3.1;44.146;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;15 / 18;4932027;2020-01-17 18:34:27:878
-0.2083;0.0299;9.9898;-0.1915;0.0282;9.8047;-0.0049;-0.0019;0.1815;-3.0E-4;-5.0E-4;-1.0E-4;0.0;14.3;41.4;-21.0;341.69;-0.16;1.12;3.1;46.497;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;15 / 18;4934027;2020-01-17 18:34:29:878
-0.2047;0.0251;9.9886;-0.1915;0.0282;9.8047;0.0011;5.0E-4;0.1875;-2.0E-4;-5.0E-4;-8.0E-4;0.0;14.2;41.3;-20.8;341.69;-0.16;1.12;3.1;42.522;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;18 / 18;4936027;2020-01-17 18:34:31:878
-0.1975;0.0204;10.0078;-0.1915;0.028;9.8047;-0.0013;-5.0E-4;0.1982;-2.0E-4;-4.0E-4;-5.0E-4;0.0;14.3;41.2;-21.0;341.69;-0.16;1.12;3.1;43.807;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;17 / 18;4938027;2020-01-17 18:34:33:878
-0.1963;0.0168;9.9946;-0.1915;0.0278;9.8047;-0.0012;-0.0039;0.1911;-1.0E-4;-4.0E-4;7.0E-4;0.0;14.3;41.1;-21.2;341.69;-0.16;1.12;3.1;45.474;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 18;4940027;2020-01-17 18:34:35:878
-0.1903;0.0168;9.9958;-0.1914;0.0267;9.8047;-0.0037;-0.0076;0.1994;-2.0E-4;-4.0E-4;-6.0E-4;0.0;14.3;41.1;-20.8;341.69;-0.16;1.12;3.1;44.19;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;14 / 18;4942027;2020-01-17 18:34:37:878
-0.1999;0.0192;9.9886;-0.1913;0.0263;9.8047;0.0022;-0.006;0.1839;-7.0E-4;7.0E-4;-7.0E-4;0.0;14.3;41.2;-21.0;341.69;-0.15;1.12;3.1;44.642;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;17 / 18;4944027;2020-01-17 18:34:39:878
-0.1891;0.0275;9.9982;-0.1913;0.0263;9.8047;0.0022;0.0012;0.1934;-1.0E-4;7.0E-4;-3.0E-4;0.0;14.4;41.1;-21.3;341.69;-0.15;1.12;3.1;42.965;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;17 / 19;4946027;2020-01-17 18:34:41:878
-0.1963;0.0263;9.9958;-0.1913;0.0263;9.8047;-0.0062;0.0012;0.1922;-1.0E-4;7.0E-4;-1.0E-4;0.0;14.2;41.2;-21.5;341.69;-0.15;1.12;3.1;43.11;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;17 / 19;4948027;2020-01-17 18:34:43:878
-0.1987;0.0299;9.9742;-0.1913;0.0263;9.8047;0.0034;-0.0012;0.1611;-7.0E-4;1.0E-4;-6.0E-4;0.0;14.3;41.0;-19.1;341.64;-0.15;1.12;3.1;44.437;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;18 / 19;4950027;2020-01-17 18:34:45:878
-0.1975;0.0215;9.973;-0.1913;0.0263;9.8047;-0.0026;-0.006;0.1815;5.0E-4;1.0E-4;6.0E-4;0.0;14.4;41.3;-21.0;341.69;-0.15;1.12;3.1;43.592;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;19 / 19;4952027;2020-01-17 18:34:47:878
-0.2059;0.018;9.9886;-0.1914;0.0261;9.8047;-0.0037;-0.001;0.1863;-1.0E-4;1.0E-4;0.0;0.0;14.3;41.2;-21.3;341.69;-0.15;1.12;3.1;42.58;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;17 / 19;4954027;2020-01-17 18:34:49:878
-0.2023;0.018;10.003;-0.1914;0.0261;9.8047;0.0022;-0.0069;0.1958;0.0;0.0;-7.0E-4;0.0;14.3;41.3;-21.1;341.69;-0.15;1.12;3.1;44.637;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 19;4956027;2020-01-17 18:34:51:878
-0.2023;0.0215;9.997;-0.1914;0.0261;9.8047;-0.0109;-0.0045;0.1922;-1.0E-4;7.0E-4;-0.0013;0.0;14.3;41.1;-21.6;341.71;-0.15;1.12;3.1;42.568;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;18 / 19;4958027;2020-01-17 18:34:53:878
-0.1915;0.0192;10.0018;-0.1913;0.0256;9.8048;-2.0E-4;-0.0065;0.197;0.0;6.0E-4;-7.0E-4;0.0;14.4;41.1;-21.4;341.69;-0.15;1.12;3.1;42.76;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;13 / 18;4960027;2020-01-17 18:34:55:878
-0.1891;0.0251;10.009;-0.1913;0.0254;9.8048;0.0022;-3.0E-4;0.2042;-6.0E-4;6.0E-4;-2.0E-4;0.0;14.3;41.2;-21.6;341.71;-0.15;1.12;3.1;42.433;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 18;4962027;2020-01-17 18:34:57:878
-0.1975;0.0192;10.0078;-0.1912;0.0248;9.8048;-0.0063;-0.0056;0.203;-2.0E-4;6.0E-4;-3.0E-4;0.0;14.3;41.2;-21.6;341.71;-0.14;1.12;3.1;43.876;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;17 / 19;4964027;2020-01-17 18:34:59:878
-0.1975;0.0168;10.0078;-0.1912;0.0242;9.8048;-0.0063;-0.0074;0.203;0.0;0.0;-7.0E-4;0.0;14.2;41.1;-22.0;341.71;-0.14;1.12;3.1;43.344;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;15 / 19;4966028;2020-01-17 18:35:01:879
-0.1987;0.018;10.0042;-0.1912;0.0242;9.8048;-3.0E-4;-0.0074;0.1994;-5.0E-4;-1.0E-4;-3.0E-4;0.0;14.4;41.2;-22.0;341.71;-0.14;1.12;3.1;42.942;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 19;4968027;2020-01-17 18:35:03:878
-0.1915;0.0347;9.9683;-0.1912;0.0242;9.8048;9.0E-4;-0.005;0.1647;1.0E-4;5.0E-4;-1.0E-4;0.0;14.4;41.1;-19.6;341.66;-0.14;1.12;3.1;46.385;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;15 / 19;4970027;2020-01-17 18:35:05:878
-0.1903;0.0215;9.9898;-0.1912;0.0242;9.8048;9.0E-4;-0.0026;0.1851;-0.0011;5.0E-4;-1.0E-4;0.0;14.3;41.1;-21.5;341.69;-0.14;1.12;3.1;42.035;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;13 / 19;4972027;2020-01-17 18:35:07:878
-0.1999;0.0251;9.9958;-0.1912;0.0242;9.8048;-0.0087;0.0034;0.1994;-5.0E-4;5.0E-4;-2.0E-4;0.0;14.2;41.1;-21.7;341.71;-0.14;1.12;3.1;43.925;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;19 / 19;4974027;2020-01-17 18:35:09:878
-0.1963;0.0263;10.0161;-0.1912;0.0242;9.8048;-0.0099;-0.0062;0.1994;-5.0E-4;0.0011;-2.0E-4;0.0;14.3;41.0;-22.0;341.71;-0.14;1.12;3.1;42.115;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;14 / 19;4976027;2020-01-17 18:35:11:878
-0.1951;0.018;10.0126;-0.1912;0.0242;9.8048;-0.0099;-0.011;0.1994;0.0;5.0E-4;-9.0E-4;0.0;14.2;40.9;-22.1;341.71;-0.14;1.12;3.1;71.668;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 19;4978028;2020-01-17 18:35:13:879
-0.1879;0.0096;10.0054;-0.1911;0.0233;9.8048;-0.0112;-0.0065;0.2006;0.0;5.0E-4;-0.001;0.0;14.2;41.0;-22.0;341.71;-0.14;1.12;3.1;44.821;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 19;4980027;2020-01-17 18:35:15:878
-0.1963;0.0239;10.0054;-0.1911;0.0233;9.8048;-0.0029;-0.0053;0.2066;0.0;4.0E-4;-3.0E-4;0.0;14.3;40.9;-22.3;341.71;-0.14;1.12;3.1;42.759;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;18 / 19;4982027;2020-01-17 18:35:17:878
-0.1987;0.0168;10.0018;-0.1912;0.0228;9.8048;0.0032;-0.0145;0.2126;2.0E-4;-2.0E-4;-4.0E-4;0.0;14.4;41.1;-22.4;341.71;-0.13;1.12;3.1;43.906;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 19;4984027;2020-01-17 18:35:19:878
-0.2047;0.0251;10.0054;-0.1911;0.0226;9.8048;-0.0243;-0.0107;0.203;-5.0E-4;0.001;-4.0E-4;0.0;14.3;40.8;-22.2;341.71;-0.13;1.12;3.1;44.254;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;14 / 19;4986027;2020-01-17 18:35:21:878
-0.1927;0.0192;10.0078;-0.1911;0.0225;9.8048;-0.0017;-0.0045;0.2042;1.0E-4;-2.0E-4;-5.0E-4;0.0;14.3;41.0;-22.3;341.71;-0.13;1.12;3.1;43.398;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;17 / 19;4988027;2020-01-17 18:35:23:878
-0.1951;0.0275;9.9838;-0.1911;0.0225;9.8048;-0.0088;-0.0033;0.1755;1.0E-4;-9.0E-4;-3.0E-4;0.0;14.3;40.8;-20.0;341.66;-0.13;1.12;3.1;43.485;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;16 / 19;4990027;2020-01-17 18:35:25:878
-0.1927;0.0204;9.9802;-0.1911;0.0225;9.8048;-0.0017;-0.0021;0.1755;-5.0E-4;3.0E-4;3.0E-4;0.0;14.2;40.9;-22.0;341.71;-0.13;1.12;3.1;46.108;22.509878;88.30779;-164.52;NaN;0.0;17.741936;0.0;14 / 18;4992027;2020-01-17 18:35:27:878
-0.1975;0.018;10.0006;-0.1911;0.0225;9.8048;-0.0064;-0.0045;0.1958;1.0E-4;-3.0E-4;-0.001;0.0;14.3;41.0;-22.1;341.71;-0.13;1.12;3.1;45.451;22.509884;88.30778;-164.52;NaN;0.18;16.129032;213.9;16 / 18;4994027;2020-01-17 18:35:29:878
-0.1951;0.0227;10.0054;-0.1911;0.0225;9.8048;-0.0041;3.0E-4;0.2006;1.0E-4;-3.0E-4;-5.0E-4;0.0;14.3;40.9;-22.4;341.71;-0.13;1.12;3.1;43.766;22.509884;88.30778;-164.52;NaN;0.18;16.129032;213.9;17 / 18;4996027;2020-01-17 18:35:31:878
-0.1867;0.0096;10.0018;-0.1911;0.0225;9.8048;0.0043;-0.0129;0.197;8.0E-4;3.0E-4;-5.0E-4;0.0;14.2;41.0;-22.6;341.74;-0.13;1.12;3.1;44.179;22.509892;88.30778;-167.74;NaN;0.0;19.35484;0.0;17 / 18;4998027;2020-01-17 18:35:33:878
-0.1927;0.0192;10.0006;-0.191;0.0223;9.8048;-0.0017;-7.0E-4;0.2054;1.0E-4;9.0E-4;1.0E-4;0.0;14.3;40.9;-23.0;341.73;-0.13;1.12;3.1;45.678;22.509892;88.30778;-167.74;NaN;0.0;19.35484;0.0;14 / 18;5000027;2020-01-17 18:35:35:878
-0.1951;0.0239;10.0126;-0.191;0.0223;9.8048;-5.0E-4;-0.0019;0.191;-5.0E-4;3.0E-4;-0.0017;0.0;14.4;41.1;-22.7;341.73;-0.13;1.12;3.1;43.307;22.509892;88.30778;-167.74;NaN;0.0;19.35484;0.0;16 / 18;5002027;2020-01-17 18:35:37:878
-0.1963;0.0215;10.0102;-0.191;0.0223;9.8048;-0.0029;5.0E-4;0.203;-5.0E-4;-3.0E-4;-6.0E-4;0.0;14.3;40.9;-22.5;341.71;-0.13;1.12;3.1;46.013;22.509892;88.30778;-167.74;NaN;0.0;19.35484;0.0;18 / 18;5004027;2020-01-17 18:35:39:878
-0.1963;0.0132;10.0114;-0.1909;0.0221;9.8048;-7.0E-4;6.0E-4;0.2018;1.0E-4;2.0E-4;-6.0E-4;0.0;14.4;41.0;-23.0;341.73;-0.13;1.12;3.1;45.456;22.509892;88.30778;-167.74;NaN;0.0;19.35484;0.0;15 / 18;5006027;2020-01-17 18:35:41:878
-0.1963;0.018;10.009;-0.1909;0.0221;9.8048;-0.0043;-0.0066;0.1994;3.0E-4;9.0E-4;-0.0011;0.0;14.2;41.0;-22.5;341.71;-0.13;1.12;3.1;44.159;22.509892;88.30778;-167.74;NaN;0.0;19.35484;0.0;15 / 18;5008027;2020-01-17 18:35:43:878
-0.1963;0.0192;9.9766;-0.1909;0.0221;9.8048;-0.009;6.0E-4;0.1731;1.0E-4;1.0E-4;1.0E-4;0.0;14.4;40.9;-20.5;341.66;-0.13;1.12;3.1;44.852;22.509909;88.30777;-164.52;NaN;1.37;17.741936;213.9;17 / 18;5010027;2020-01-17 18:35:45:878
-0.1891;0.0251;9.9922;-0.1909;0.0221;9.8048;5.0E-4;-0.0054;0.1814;-4.0E-4;2.0E-4;-4.0E-4;0.0;14.3;40.9;-22.5;341.71;-0.13;1.12;3.1;46.547;22.509909;88.30777;-164.52;NaN;1.37;17.741936;213.9;17 / 18;5012028;2020-01-17 18:35:47:879
-0.1915;0.0144;10.0066;-0.1909;0.0221;9.8048;0.0077;-0.0054;0.1958;-4.0E-4;2.0E-4;-0.0011;0.0;14.3;41.0;-22.4;341.71;-0.13;1.12;3.1;44.443;22.509912;88.30776;-164.52;NaN;0.0;16.129032;0.0;18 / 18;5014027;2020-01-17 18:35:49:878
-0.1879;0.018;9.9958;-0.1909;0.0221;9.8048;0.0029;-0.0042;0.1994;-4.0E-4;1.0E-4;-6.0E-4;0.0;14.4;40.8;-23.0;341.73;-0.13;1.12;3.1;45.802;22.5099;88.307755;-161.29;NaN;1.4;16.129032;213.9;15 / 18;5016027;2020-01-17 18:35:51:878
-0.1951;0.0204;10.0137;-0.1909;0.0221;9.8048;-0.0031;-0.0066;0.1994;-4.0E-4;2.0E-4;-6.0E-4;0.0;14.3;40.9;-23.2;341.73;-0.13;1.12;3.1;48.713;22.509895;88.30775;-158.06;NaN;0.65;16.129032;213.9;18 / 18;5018027;2020-01-17 18:35:53:878
-0.1975;0.0192;10.0114;-0.1909;0.0221;9.8048;-0.0055;-0.0066;0.191;-4.0E-4;2.0E-4;-6.0E-4;0.0;14.4;41.0;-23.3;341.73;-0.13;1.12;3.1;44.78;22.509895;88.30775;-158.06;NaN;0.65;16.129032;213.9;17 / 18;5020027;2020-01-17 18:35:55:878
-0.1987;0.0168;10.0126;-0.1909;0.0221;9.8048;0.0053;6.0E-4;0.2054;-4.0E-4;-4.0E-4;-7.0E-4;0.0;14.6;41.0;-23.4;340.49;-0.13;1.12;3.1;43.966;22.509892;88.30774;-161.29;NaN;1.22;16.129032;213.9;15 / 18;5022027;2020-01-17 18:35:57:878
-0.1927;0.0299;10.0018;-0.1909;0.0221;9.8048;-0.0019;0.0078;0.197;-4.0E-4;1.0E-4;-6.0E-4;0.0;14.4;41.0;-23.3;341.73;-0.13;1.12;3.1;43.204;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;16 / 18;5024027;2020-01-17 18:35:59:878
-0.1879;0.0144;10.0102;-0.1909;0.0221;9.8048;0.0029;-0.0078;0.2054;2.0E-4;1.0E-4;0.0;0.0;14.5;41.1;-23.3;340.49;-0.13;1.12;3.1;45.33;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;16 / 18;5026028;2020-01-17 18:36:01:879
-0.1832;0.0192;10.0042;-0.1909;0.0219;9.8048;0.0078;-0.0028;0.1994;-3.0E-4;1.0E-4;-7.0E-4;0.0;14.4;40.8;-23.3;341.73;-0.13;1.12;3.1;44.793;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;17 / 18;5028027;2020-01-17 18:36:03:878
-0.1951;0.0192;9.9754;-0.1909;0.0219;9.8048;6.0E-4;8.0E-4;0.1635;-5.0E-4;1.0E-4;-0.0013;0.0;14.5;40.8;-20.9;340.43;-0.13;1.12;3.1;42.96;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;13 / 17;5030027;2020-01-17 18:36:05:878
-0.1999;0.018;9.9683;-0.1909;0.0219;9.8048;-0.0042;-0.0028;0.1767;-4.0E-4;7.0E-4;-5.0E-4;0.0;14.4;41.1;-23.0;341.73;-0.13;1.12;3.1;46.575;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;16 / 17;5032027;2020-01-17 18:36:07:878
-0.1951;0.018;9.9958;-0.1909;0.0219;9.8048;-0.0042;0.0044;0.1982;-4.0E-4;5.0E-4;-6.0E-4;0.0;14.3;40.9;-23.5;341.73;-0.13;1.12;3.1;46.893;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;15 / 17;5034027;2020-01-17 18:36:09:878
-0.1939;0.0108;9.9958;-0.191;0.0213;9.8048;-0.0018;-0.0081;0.1934;3.0E-4;7.0E-4;-0.0013;0.0;14.4;41.0;-23.5;341.73;-0.12;1.12;3.1;42.754;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;14 / 18;5036027;2020-01-17 18:36:11:878
-0.1963;0.018;10.0137;-0.191;0.0213;9.8048;-0.0089;-0.0153;0.2054;-4.0E-4;0.0013;-8.0E-4;0.0;14.4;40.8;-23.5;341.73;-0.12;1.12;3.1;44.647;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;15 / 18;5038027;2020-01-17 18:36:13:878
-0.2023;0.0168;10.0078;-0.191;0.0213;9.8048;-0.0018;-0.0057;0.209;-3.0E-4;6.0E-4;0.0;0.0;14.4;41.0;-23.5;341.73;-0.12;1.12;3.1;44.66;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;17 / 18;5040027;2020-01-17 18:36:15:878
-0.1856;0.0144;10.0054;-0.191;0.0213;9.8048;0.0054;-0.0069;0.2006;-3.0E-4;6.0E-4;-6.0E-4;0.0;14.5;41.1;-23.8;340.51;-0.12;1.12;3.1;41.666;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;14 / 18;5042027;2020-01-17 18:36:17:878
-0.1987;0.0144;10.0042;-0.191;0.0213;9.8048;-0.0101;-0.0093;0.2042;-4.0E-4;5.0E-4;-1.0E-4;0.0;14.5;41.1;-23.8;340.51;-0.12;1.12;3.1;43.01;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;15 / 18;5044027;2020-01-17 18:36:19:878
-0.1975;0.0156;10.0018;-0.191;0.0213;9.8048;-0.0137;-0.0105;0.1994;3.0E-4;6.0E-4;-1.0E-4;0.0;14.5;41.2;-23.8;340.51;-0.12;1.12;3.1;43.503;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;17 / 18;5046027;2020-01-17 18:36:21:878
-0.2011;0.0299;10.0102;-0.191;0.0213;9.8048;-0.0078;0.0039;0.2066;3.0E-4;-1.0E-4;4.0E-4;0.0;14.4;41.0;-23.7;341.76;-0.12;1.12;3.1;44.338;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;16 / 18;5048027;2020-01-17 18:36:23:878
-0.1975;0.0239;9.9778;-0.191;0.0213;9.8048;-0.0018;0.0027;0.1767;-3.0E-4;0.0;-8.0E-4;0.0;14.7;40.9;-21.5;340.43;-0.12;1.12;3.1;43.332;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;14 / 18;5050027;2020-01-17 18:36:25:878
-0.1867;0.0204;9.9946;-0.191;0.0213;9.8048;-0.0018;0.0015;0.1826;-3.0E-4;-1.0E-4;-6.0E-4;0.0;14.5;41.1;-23.4;340.48;-0.12;1.12;3.1;45.132;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;16 / 18;5052027;2020-01-17 18:36:27:878
-0.1856;0.0227;10.0054;-0.191;0.0213;9.8048;-0.0113;0.0051;0.1934;3.0E-4;1.0E-4;-1.0E-4;0.0;14.5;40.9;-23.6;340.51;-0.12;1.12;3.1;42.974;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;17 / 18;5054027;2020-01-17 18:36:29:878
-0.1987;0.0156;10.0054;-0.191;0.0213;9.8048;-0.0078;-0.0057;0.2006;-3.0E-4;6.0E-4;-2.0E-4;0.0;14.3;40.9;-23.6;341.76;-0.12;1.12;3.1;43.756;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;16 / 18;5056027;2020-01-17 18:36:31:878
-0.1963;0.0204;10.0018;-0.191;0.0213;9.8048;-0.0054;-9.0E-4;0.197;-8.0E-4;5.0E-4;-2.0E-4;0.0;14.3;40.9;-23.6;341.76;-0.12;1.12;3.1;43.942;22.50989;88.30773;-161.29;NaN;1.58;16.129032;213.9;17 / 18;5058027;2020-01-17 18:36:33:878
